Time,Protocol,Flag,Family,Clusters,SeedAddress,ExpAddress,BTC,USD,Netflow_Bytes,IPaddress,Threats,Port,Prediction
14,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17981,5631,C,Blacklist,5066,S
17,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17980,5636,C,Blacklist,5066,S
20,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17979,5641,C,Blacklist,5066,S
23,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17978,5646,C,Blacklist,5066,S
8,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17977,5651,C,Blacklist,5066,S
11,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17976,5656,C,Blacklist,5066,S
14,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17975,5661,C,Blacklist,5066,S
17,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17974,5666,C,Blacklist,5066,S
20,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17973,5671,C,Blacklist,5066,S
23,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17972,5676,C,Blacklist,5066,S
26,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17971,5681,C,Blacklist,5066,S
29,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17970,5686,B,Blacklist,5066,S
16,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17969,5691,B,Blacklist,5066,S
19,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17968,5696,B,Blacklist,5066,S
22,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17967,5701,B,Blacklist,5066,S
25,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17966,5706,B,Blacklist,5066,S
28,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17965,5711,B,Blacklist,5066,S
31,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17964,5716,B,Blacklist,5066,S
34,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17963,5721,B,Blacklist,5066,S
37,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17962,5726,B,Blacklist,5066,S
40,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17961,5731,B,Blacklist,5066,S
43,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17960,5736,B,Blacklist,5066,S
46,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17959,5741,B,Blacklist,5066,S
49,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17958,5746,B,Blacklist,5066,S
9,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17957,5751,B,Blacklist,5066,S
17,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17956,5756,B,Blacklist,5066,S
9,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17955,5761,B,Blacklist,5066,S
10,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17954,5766,B,Blacklist,5066,S
9,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17953,5771,B,Blacklist,5066,S
14,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17952,5776,B,Blacklist,5066,S
17,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17951,5781,B,Blacklist,5066,S
13,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17950,5786,B,Blacklist,5066,S
15,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17949,5791,B,Blacklist,5066,S
11,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17948,5796,B,Blacklist,5066,S
9,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17947,5801,B,Blacklist,5066,S
13,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17946,5806,B,Blacklist,5066,S
9,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17945,5811,B,Blacklist,5066,S
16,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17944,5816,B,Blacklist,5066,S
12,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17943,5821,B,Blacklist,5066,S
19,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17942,5826,B,Blacklist,5066,S
15,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17941,5831,B,Blacklist,5066,S
22,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17940,5836,B,Blacklist,5066,S
18,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17939,5841,B,Blacklist,5066,S
25,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17938,5846,B,Blacklist,5066,S
21,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17937,5851,B,Blacklist,5066,S
28,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17936,5856,B,Blacklist,5066,S
24,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17935,5861,B,Blacklist,5066,S
31,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17934,5866,B,Blacklist,5066,S
27,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17933,5871,B,Blacklist,5066,S
34,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17932,5876,B,Blacklist,5066,S
30,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17931,5881,B,Blacklist,5066,S
37,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17930,5886,B,Blacklist,5066,S
33,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17929,5891,B,Blacklist,5066,S
40,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17928,5896,B,Blacklist,5066,S
36,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17927,5901,B,Blacklist,5066,S
43,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17926,5906,B,Blacklist,5066,S
39,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17925,5911,B,Blacklist,5066,S
46,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17924,5916,B,Blacklist,5066,S
42,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17923,5921,B,Blacklist,5066,S
49,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17922,5926,B,Blacklist,5066,S
45,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17921,5931,B,Blacklist,5066,S
14,TCP,R,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17920,5936,B,Blacklist,5066,S
20,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17919,5941,B,Blacklist,5066,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17918,5946,B,Blacklist,5066,S
48,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17917,5951,B,Blacklist,5066,S
51,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17916,5956,B,Blacklist,5066,S
49,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17915,5961,B,Blacklist,5066,S
49,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17914,5966,B,Blacklist,5066,S
49,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17913,5971,B,Blacklist,5066,S
49,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17912,5976,B,Blacklist,5066,S
53,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17911,5981,B,Blacklist,5066,S
53,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17910,5986,B,Blacklist,5066,S
53,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17909,5991,B,Blacklist,5066,S
57,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17908,5996,B,Blacklist,5066,S
57,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17907,6001,B,Blacklist,5066,S
57,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17906,6006,B,Blacklist,5066,S
61,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17905,6011,B,Blacklist,5066,S
61,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17904,6016,B,Blacklist,5066,S
61,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17903,6021,B,Blacklist,5066,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17898,6046,B,Blacklist,5066,S
13,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17895,6061,B,Blacklist,5066,S
14,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17894,6066,B,Blacklist,5066,S
13,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17893,6071,B,Blacklist,5066,S
17,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17892,6076,B,Blacklist,5066,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17891,6081,B,Blacklist,5066,S
17,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17890,6086,B,Blacklist,5066,S
21,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17889,6091,B,Blacklist,5066,S
22,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17888,6096,B,Blacklist,5066,S
21,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17887,6101,B,Blacklist,5066,S
25,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17886,6106,B,Blacklist,5066,S
26,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17885,6111,B,Blacklist,5066,S
25,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17884,6116,B,Blacklist,5066,S
29,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17883,6121,B,Blacklist,5066,S
30,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17882,6126,B,Blacklist,5066,S
29,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17881,6131,B,Blacklist,5066,S
33,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17880,6136,A,Blacklist,5066,S
34,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17879,6141,A,Blacklist,5066,S
33,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17878,6146,A,Blacklist,5066,S
37,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17877,6151,A,Blacklist,5066,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17876,6156,A,Blacklist,5066,S
37,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17875,6161,A,Blacklist,5066,S
41,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17874,6166,A,Blacklist,5066,S
42,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17873,6171,A,Blacklist,5066,S
40,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17872,6176,A,Blacklist,5066,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17871,6181,A,Blacklist,5066,S
36,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17870,6186,A,Blacklist,5066,S
34,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17869,6191,A,Blacklist,5066,S
32,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17868,6196,A,Blacklist,5066,S
30,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17867,6201,A,Blacklist,5066,S
28,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17866,6206,A,Blacklist,5066,S
26,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17865,6211,A,Blacklist,5066,S
24,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17864,6216,A,Blacklist,5066,S
22,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17863,6221,A,Blacklist,5066,S
20,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17862,6226,A,Blacklist,5066,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17861,6231,A,Blacklist,5066,S
16,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17860,6236,A,Blacklist,5066,S
14,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17859,6241,A,Blacklist,5066,S
12,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17858,6246,A,Blacklist,5066,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17857,6251,A,Blacklist,5066,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,17856,6256,A,Blacklist,5066,S
58,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6261,A,Blacklist,5066,S
56,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6266,A,Blacklist,5066,S
54,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6271,A,Blacklist,5066,S
52,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6276,A,Blacklist,5066,S
50,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6281,A,Blacklist,5066,S
48,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6286,A,Blacklist,5066,S
46,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6291,A,Blacklist,5066,S
44,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6296,A,Blacklist,5066,S
42,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6301,A,Blacklist,5066,S
40,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6306,A,Blacklist,5066,S
45,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6311,A,Blacklist,5061,S
50,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6316,A,Blacklist,5061,S
55,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6321,A,Blacklist,5061,S
60,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6326,A,Blacklist,5061,S
58,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6351,A,Blacklist,5061,S
42,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6361,A,Blacklist,5061,S
39,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6366,A,Blacklist,5061,S
44,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6371,A,Blacklist,5061,S
39,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6376,A,Blacklist,5061,S
34,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6381,A,Blacklist,5061,S
29,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6386,A,Blacklist,5061,S
24,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6391,A,Blacklist,5061,S
19,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6396,A,Blacklist,5061,S
14,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6401,A,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6406,A,Blacklist,5061,S
15,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6411,A,Blacklist,5061,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6416,A,Blacklist,5061,S
15,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6421,A,Blacklist,5061,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6426,A,Blacklist,5061,S
28,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6431,A,Blacklist,5061,S
23,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6436,A,Blacklist,5061,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6441,A,Blacklist,5061,S
15,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6446,A,Blacklist,5061,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6451,A,Blacklist,5061,S
17,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6456,A,Blacklist,5061,S
12,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6461,A,Blacklist,5061,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6466,A,Blacklist,5061,S
33,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6471,A,Blacklist,5061,S
28,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6476,A,Blacklist,5061,S
23,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6481,A,Blacklist,5061,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6486,A,Blacklist,5061,S
13,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6491,A,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6496,A,Blacklist,5061,S
11,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6501,A,Blacklist,5061,S
16,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6506,A,Blacklist,5061,S
11,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6511,A,Blacklist,5061,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6516,A,Blacklist,5061,S
13,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6521,C,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6526,C,Blacklist,5061,S
16,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6531,C,Blacklist,5061,S
11,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6536,C,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6541,C,Blacklist,5061,S
15,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6546,C,Blacklist,5061,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6551,C,Blacklist,5061,S
11,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6556,C,Blacklist,5061,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6561,C,Blacklist,5061,S
33,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6566,C,Blacklist,5061,S
58,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6576,C,Blacklist,5061,S
50,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6581,C,Blacklist,5061,S
42,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6586,C,Blacklist,5061,S
34,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6591,C,Blacklist,5061,S
26,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6596,C,Blacklist,5061,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6601,C,Blacklist,5061,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6606,C,Blacklist,5061,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6611,C,Blacklist,5061,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6616,C,Blacklist,5061,S
12,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6621,C,Blacklist,5061,S
17,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6626,C,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6631,C,Blacklist,5061,S
17,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6636,C,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6641,B,Blacklist,5061,S
9,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6646,A,Blacklist,5061,S
58,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6651,A,Blacklist,5061,S
50,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6656,A,Blacklist,5068,S
42,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,1,6661,A,Blacklist,5068,S
34,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,12,A,Blacklist,5066,S
26,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,14,A,Blacklist,5066,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,16,A,Blacklist,5066,S
10,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,18,A,Blacklist,5066,S
14,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,20,A,Blacklist,5066,S
12,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,22,A,Blacklist,5066,S
14,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,24,A,Blacklist,5066,S
17,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,26,A,Blacklist,5066,S
20,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,28,A,Blacklist,5066,S
23,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,30,A,Blacklist,5066,S
26,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,32,A,Blacklist,5066,S
29,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,34,A,Blacklist,5066,S
32,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,36,A,Blacklist,5066,S
35,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,38,A,Blacklist,5066,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,40,A,Blacklist,5066,S
41,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,42,A,Blacklist,5066,S
44,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,44,A,Blacklist,5066,S
47,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,46,A,Blacklist,5066,S
50,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,48,A,Blacklist,5066,S
53,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,50,A,Blacklist,5066,S
56,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,52,A,Blacklist,5066,S
59,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,54,A,Blacklist,5066,S
60,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,58,A,Blacklist,5066,S
58,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,60,A,Blacklist,5066,S
56,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,62,A,Blacklist,5066,S
54,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,64,A,Blacklist,5066,S
52,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,66,A,Blacklist,5066,S
50,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,68,A,Blacklist,5066,S
48,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,70,A,Blacklist,5066,S
46,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,72,A,Blacklist,5066,S
44,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,74,A,Blacklist,5066,S
42,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,76,A,Blacklist,5066,S
40,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,78,A,Blacklist,5066,S
38,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,80,A,Blacklist,5066,S
36,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,82,A,Blacklist,5066,S
34,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,84,A,Blacklist,5066,S
32,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,86,A,Blacklist,5066,S
30,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,88,A,Blacklist,5066,S
28,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,90,A,Blacklist,5066,S
26,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,9,50991,92,A,Blacklist,5066,S
24,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,15,50991,94,A,Blacklist,5066,S
22,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,15,50991,96,A,Blacklist,5066,S
20,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,15,50991,98,A,Blacklist,5066,S
18,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,15,50991,100,A,Blacklist,5066,S
16,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,15,50991,102,A,Blacklist,5066,S
14,TCP,AF,TowerWeb,1,1DA11mPS,1SYSTEMQ,15,50991,104,A,Blacklist,5066,S
12,TCP,AF,TowerWeb,1,1AEoiHYZ,1SYSTEMQ,15,50991,106,A,Blacklist,5066,S
14,TCP,AF,TowerWeb,1,1AEoiHYZ,1SYSTEMQ,15,50991,108,A,Blacklist,5066,S
16,TCP,AF,TowerWeb,1,1AEoiHYZ,1SYSTEMQ,15,50991,110,A,Blacklist,5066,S
18,TCP,AF,TowerWeb,1,1AEoiHYZ,1SYSTEMQ,15,50989,112,A,Blacklist,5066,S
20,TCP,AF,TowerWeb,1,1AEoiHYZ,1SYSTEMQ,15,50987,114,A,Blacklist,5066,S
22,TCP,AF,TowerWeb,1,1AEoiHYZ,1SYSTEMQ,15,50985,116,A,Blacklist,5066,S
